config,model,representation,batch_size,unroll,total,kernel
oneTree-256-4,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.61897,1.80117
oneTree-256-4,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.351364,0.333164
oneTree-256-4,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,0.859479,0.811448
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-4,abalone_xgb_model_save.json,gpu_reorg,8192,false,1.4344,1.42725
oneTree-256-4,airline_xgb_model_save.json,gpu_reorg,8192,false,0.275703,0.263695
oneTree-256-4,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,17.7534,17.4651
oneTree-256-4,covtype_xgb_model_save.json,gpu_reorg,8192,false,5.83744,5.79758
oneTree-256-4,epsilon_xgb_model_save.json,gpu_reorg,8192,false,2.76161,1.9449
oneTree-256-4,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.457179,0.438704
oneTree-256-4,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,0.941235,0.893811
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-16,abalone_xgb_model_save.json,gpu_array,8192,false,1.74643,1.7388
oneTree-256-16,airline_xgb_model_save.json,gpu_array,8192,false,0.272941,0.260583
oneTree-256-16,airline-ohe_xgb_model_save.json,gpu_array,8192,false,18.5423,18.2542
oneTree-256-16,covtype_xgb_model_save.json,gpu_array,8192,false,6.87509,6.84544
oneTree-256-16,epsilon_xgb_model_save.json,gpu_array,8192,false,2.78658,1.96992
oneTree-256-16,higgs_xgb_model_save.json,gpu_array,8192,false,0.624453,0.606146
oneTree-256-16,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,1.06181,1.01452
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-16,abalone_xgb_model_save.json,gpu_sparse,8192,false,1.78778,1.7802
oneTree-256-16,airline_xgb_model_save.json,gpu_sparse,8192,false,0.268827,0.256348
oneTree-256-16,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,18.5093,18.2218
oneTree-256-16,covtype_xgb_model_save.json,gpu_sparse,8192,false,6.83127,6.79981
oneTree-256-16,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.78503,1.96742
oneTree-256-16,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.613165,0.594202
oneTree-256-16,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,1.06181,1.01371
config,model,representation,batch_size,unroll,total,kernel
oneTree-256-16,abalone_xgb_model_save.json,gpu_reorg,8192,false,2.81213,2.80493
oneTree-256-16,airline_xgb_model_save.json,gpu_reorg,8192,false,0.585856,0.574077
oneTree-256-16,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,20.1909,19.9031
oneTree-256-16,covtype_xgb_model_save.json,gpu_reorg,8192,false,8.18526,8.14426
oneTree-256-16,epsilon_xgb_model_save.json,gpu_reorg,8192,false,3.21105,2.3944
oneTree-256-16,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.819703,0.800874
oneTree-256-16,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,1.18926,1.141
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-1,abalone_xgb_model_save.json,gpu_array,8192,false,0.605931,0.598862
oneTree-512-1,airline_xgb_model_save.json,gpu_array,8192,false,0.0959338,0.0835486
oneTree-512-1,airline-ohe_xgb_model_save.json,gpu_array,8192,false,12.7112,12.4243
oneTree-512-1,covtype_xgb_model_save.json,gpu_array,8192,false,4.16327,4.13264
oneTree-512-1,epsilon_xgb_model_save.json,gpu_array,8192,false,2.39056,1.57323
oneTree-512-1,higgs_xgb_model_save.json,gpu_array,8192,false,0.355378,0.336355
oneTree-512-1,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,0.571693,0.523455
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-1,abalone_xgb_model_save.json,gpu_sparse,8192,false,0.622363,0.615287
oneTree-512-1,airline_xgb_model_save.json,gpu_sparse,8192,false,0.0986084,0.0867346
oneTree-512-1,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,12.7434,12.4557
oneTree-512-1,covtype_xgb_model_save.json,gpu_sparse,8192,false,4.12783,4.0992
oneTree-512-1,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.39597,1.57926
oneTree-512-1,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.365344,0.346935
oneTree-512-1,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,0.577228,0.529171
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-1,abalone_xgb_model_save.json,gpu_reorg,8192,false,0.615328,0.607656
oneTree-512-1,airline_xgb_model_save.json,gpu_reorg,8192,false,0.150455,0.137902
oneTree-512-1,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,13.3428,13.0553
oneTree-512-1,covtype_xgb_model_save.json,gpu_reorg,8192,false,5.06749,5.02524
oneTree-512-1,epsilon_xgb_model_save.json,gpu_reorg,8192,false,2.49384,1.67645
oneTree-512-1,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.522506,0.504236
oneTree-512-1,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,0.690258,0.642788
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-2,abalone_xgb_model_save.json,gpu_array,8192,false,0.748402,0.741326
oneTree-512-2,airline_xgb_model_save.json,gpu_array,8192,false,0.119414,0.107455
oneTree-512-2,airline-ohe_xgb_model_save.json,gpu_array,8192,false,12.3673,12.0801
oneTree-512-2,covtype_xgb_model_save.json,gpu_array,8192,false,4.53862,4.5098
oneTree-512-2,epsilon_xgb_model_save.json,gpu_array,8192,false,2.41038,1.59361
oneTree-512-2,higgs_xgb_model_save.json,gpu_array,8192,false,0.397991,0.379583
oneTree-512-2,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,0.826028,0.778658
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-2,abalone_xgb_model_save.json,gpu_sparse,8192,false,0.791642,0.784526
oneTree-512-2,airline_xgb_model_save.json,gpu_sparse,8192,false,0.128236,0.115657
oneTree-512-2,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,12.3711,12.0843
oneTree-512-2,covtype_xgb_model_save.json,gpu_sparse,8192,false,4.57656,4.54913
oneTree-512-2,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.4153,1.59756
oneTree-512-2,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.397502,0.379171
oneTree-512-2,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,0.831458,0.783428
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-2,abalone_xgb_model_save.json,gpu_reorg,8192,false,0.908734,0.90158
oneTree-512-2,airline_xgb_model_save.json,gpu_reorg,8192,false,0.208832,0.196836
oneTree-512-2,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,13.2094,12.9217
oneTree-512-2,covtype_xgb_model_save.json,gpu_reorg,8192,false,6.13734,6.0985
oneTree-512-2,epsilon_xgb_model_save.json,gpu_reorg,8192,false,2.53111,1.71378
oneTree-512-2,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.523788,0.504896
oneTree-512-2,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,0.925934,0.877827
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-4,abalone_xgb_model_save.json,gpu_array,8192,false,1.27653,1.26896
oneTree-512-4,airline_xgb_model_save.json,gpu_array,8192,false,0.161997,0.150157
oneTree-512-4,airline-ohe_xgb_model_save.json,gpu_array,8192,false,16.9696,16.6824
oneTree-512-4,covtype_xgb_model_save.json,gpu_array,8192,false,4.68676,4.65801
oneTree-512-4,epsilon_xgb_model_save.json,gpu_array,8192,false,2.62154,1.80214
oneTree-512-4,higgs_xgb_model_save.json,gpu_array,8192,false,0.343434,0.32515
oneTree-512-4,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,0.856732,0.808727
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-4,abalone_xgb_model_save.json,gpu_sparse,8192,false,1.31259,1.30505
oneTree-512-4,airline_xgb_model_save.json,gpu_sparse,8192,false,0.163959,0.151498
oneTree-512-4,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,16.9486,16.6608
oneTree-512-4,covtype_xgb_model_save.json,gpu_sparse,8192,false,4.67242,4.64392
oneTree-512-4,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.6196,1.80158
oneTree-512-4,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.344036,0.325143
oneTree-512-4,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,0.856195,0.807799
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-4,abalone_xgb_model_save.json,gpu_reorg,8192,false,1.4588,1.45166
oneTree-512-4,airline_xgb_model_save.json,gpu_reorg,8192,false,0.269667,0.25772
oneTree-512-4,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,17.7539,17.466
oneTree-512-4,covtype_xgb_model_save.json,gpu_reorg,8192,false,5.74221,5.70353
oneTree-512-4,epsilon_xgb_model_save.json,gpu_reorg,8192,false,2.7413,1.92458
oneTree-512-4,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.449603,0.431251
oneTree-512-4,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,0.932384,0.884335
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-16,abalone_xgb_model_save.json,gpu_array,8192,false,1.83362,1.82608
oneTree-512-16,airline_xgb_model_save.json,gpu_array,8192,false,0.305405,0.293617
oneTree-512-16,airline-ohe_xgb_model_save.json,gpu_array,8192,false,18.5813,18.2942
oneTree-512-16,covtype_xgb_model_save.json,gpu_array,8192,false,6.9192,6.88777
oneTree-512-16,epsilon_xgb_model_save.json,gpu_array,8192,false,2.81097,1.99356
oneTree-512-16,higgs_xgb_model_save.json,gpu_array,8192,false,0.631538,0.612758
oneTree-512-16,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,1.0764,1.0285
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-16,abalone_xgb_model_save.json,gpu_sparse,8192,false,1.85429,1.84719
oneTree-512-16,airline_xgb_model_save.json,gpu_sparse,8192,false,0.299132,0.287379
oneTree-512-16,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,18.5318,18.2439
oneTree-512-16,covtype_xgb_model_save.json,gpu_sparse,8192,false,6.83207,6.80255
oneTree-512-16,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.80842,1.99157
oneTree-512-16,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.627415,0.608352
oneTree-512-16,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,1.07371,1.02563
config,model,representation,batch_size,unroll,total,kernel
oneTree-512-16,abalone_xgb_model_save.json,gpu_reorg,8192,false,2.58815,2.58051
oneTree-512-16,airline_xgb_model_save.json,gpu_reorg,8192,false,0.596602,0.584807
oneTree-512-16,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,20.2318,19.9437
oneTree-512-16,covtype_xgb_model_save.json,gpu_reorg,8192,false,8.30198,8.26055
oneTree-512-16,epsilon_xgb_model_save.json,gpu_reorg,8192,false,3.29377,2.47704
oneTree-512-16,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.831434,0.813109
oneTree-512-16,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,1.19901,1.15156
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-1,abalone_xgb_model_save.json,gpu_array,8192,false,0.66948,0.661881
oneTree-1024-1,airline_xgb_model_save.json,gpu_array,8192,false,0.104991,0.0926843
oneTree-1024-1,airline-ohe_xgb_model_save.json,gpu_array,8192,false,12.7951,12.508
oneTree-1024-1,covtype_xgb_model_save.json,gpu_array,8192,false,4.26863,4.24114
oneTree-1024-1,epsilon_xgb_model_save.json,gpu_array,8192,false,2.40034,1.58247
oneTree-1024-1,higgs_xgb_model_save.json,gpu_array,8192,false,0.374646,0.356138
oneTree-1024-1,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,0.586398,0.539199
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-1,abalone_xgb_model_save.json,gpu_sparse,8192,false,0.668826,0.661669
oneTree-1024-1,airline_xgb_model_save.json,gpu_sparse,8192,false,0.107731,0.0959692
oneTree-1024-1,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,12.796,12.51
oneTree-1024-1,covtype_xgb_model_save.json,gpu_sparse,8192,false,4.37451,4.34401
oneTree-1024-1,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.39968,1.58275
oneTree-1024-1,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.378097,0.35911
oneTree-1024-1,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,0.592227,0.544944
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-1,abalone_xgb_model_save.json,gpu_reorg,8192,false,0.711207,0.704048
oneTree-1024-1,airline_xgb_model_save.json,gpu_reorg,8192,false,0.155059,0.143146
oneTree-1024-1,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,13.3805,13.0926
oneTree-1024-1,covtype_xgb_model_save.json,gpu_reorg,8192,false,5.22541,5.18545
oneTree-1024-1,epsilon_xgb_model_save.json,gpu_reorg,8192,false,2.5131,1.69641
oneTree-1024-1,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.54059,0.522258
oneTree-1024-1,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,0.719771,0.671545
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-2,abalone_xgb_model_save.json,gpu_array,8192,false,0.862223,0.855143
oneTree-1024-2,airline_xgb_model_save.json,gpu_array,8192,false,0.14223,0.130394
oneTree-1024-2,airline-ohe_xgb_model_save.json,gpu_array,8192,false,12.3194,12.0319
oneTree-1024-2,covtype_xgb_model_save.json,gpu_array,8192,false,4.54016,4.51096
oneTree-1024-2,epsilon_xgb_model_save.json,gpu_array,8192,false,2.4157,1.59887
oneTree-1024-2,higgs_xgb_model_save.json,gpu_array,8192,false,0.391681,0.372769
oneTree-1024-2,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,0.786007,0.738942
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-2,abalone_xgb_model_save.json,gpu_sparse,8192,false,0.901746,0.89405
oneTree-1024-2,airline_xgb_model_save.json,gpu_sparse,8192,false,0.145903,0.133585
oneTree-1024-2,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,12.3205,12.0329
oneTree-1024-2,covtype_xgb_model_save.json,gpu_sparse,8192,false,4.49209,4.46455
oneTree-1024-2,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.41581,1.5993
oneTree-1024-2,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.38826,0.36937
oneTree-1024-2,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,0.778634,0.730488
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-2,abalone_xgb_model_save.json,gpu_reorg,8192,false,1.02704,1.01993
oneTree-1024-2,airline_xgb_model_save.json,gpu_reorg,8192,false,0.235974,0.224014
oneTree-1024-2,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,13.1566,12.8684
oneTree-1024-2,covtype_xgb_model_save.json,gpu_reorg,8192,false,5.87851,5.83838
oneTree-1024-2,epsilon_xgb_model_save.json,gpu_reorg,8192,false,2.55482,1.73788
oneTree-1024-2,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.511951,0.493623
oneTree-1024-2,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,0.87115,0.823192
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-4,abalone_xgb_model_save.json,gpu_array,8192,false,1.51687,1.50921
oneTree-1024-4,airline_xgb_model_save.json,gpu_array,8192,false,0.179355,0.167592
oneTree-1024-4,airline-ohe_xgb_model_save.json,gpu_array,8192,false,17.0665,16.7782
oneTree-1024-4,covtype_xgb_model_save.json,gpu_array,8192,false,4.7577,4.72639
oneTree-1024-4,epsilon_xgb_model_save.json,gpu_array,8192,false,2.64103,1.82421
oneTree-1024-4,higgs_xgb_model_save.json,gpu_array,8192,false,0.351516,0.332965
oneTree-1024-4,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,0.853282,0.805192
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-4,abalone_xgb_model_save.json,gpu_sparse,8192,false,1.53152,1.5239
oneTree-1024-4,airline_xgb_model_save.json,gpu_sparse,8192,false,0.180771,0.168169
oneTree-1024-4,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,17.0444,16.7575
oneTree-1024-4,covtype_xgb_model_save.json,gpu_sparse,8192,false,4.73912,4.7104
oneTree-1024-4,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.63825,1.82118
oneTree-1024-4,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.350267,0.331021
oneTree-1024-4,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,0.852216,0.805159
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-4,abalone_xgb_model_save.json,gpu_reorg,8192,false,1.64617,1.63854
oneTree-1024-4,airline_xgb_model_save.json,gpu_reorg,8192,false,0.310917,0.298439
oneTree-1024-4,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,17.9249,17.6368
oneTree-1024-4,covtype_xgb_model_save.json,gpu_reorg,8192,false,5.73847,5.69875
oneTree-1024-4,epsilon_xgb_model_save.json,gpu_reorg,8192,false,2.77643,1.95912
oneTree-1024-4,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.472537,0.453635
oneTree-1024-4,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,0.942759,0.895518
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-16,abalone_xgb_model_save.json,gpu_array,8192,false,2.03574,2.02856
oneTree-1024-16,airline_xgb_model_save.json,gpu_array,8192,false,0.343546,0.330851
oneTree-1024-16,airline-ohe_xgb_model_save.json,gpu_array,8192,false,18.2062,17.9186
oneTree-1024-16,covtype_xgb_model_save.json,gpu_array,8192,false,7.27754,7.24604
oneTree-1024-16,epsilon_xgb_model_save.json,gpu_array,8192,false,2.8376,2.02
oneTree-1024-16,higgs_xgb_model_save.json,gpu_array,8192,false,0.63019,0.611873
oneTree-1024-16,year_prediction_msd_xgb_model_save.json,gpu_array,8192,false,1.05864,1.01143
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-16,abalone_xgb_model_save.json,gpu_sparse,8192,false,1.96345,1.9558
oneTree-1024-16,airline_xgb_model_save.json,gpu_sparse,8192,false,0.336841,0.324894
oneTree-1024-16,airline-ohe_xgb_model_save.json,gpu_sparse,8192,false,18.0987,17.811
oneTree-1024-16,covtype_xgb_model_save.json,gpu_sparse,8192,false,7.11243,7.08487
oneTree-1024-16,epsilon_xgb_model_save.json,gpu_sparse,8192,false,2.83666,2.0192
oneTree-1024-16,higgs_xgb_model_save.json,gpu_sparse,8192,false,0.626477,0.608047
oneTree-1024-16,year_prediction_msd_xgb_model_save.json,gpu_sparse,8192,false,1.05698,1.00882
config,model,representation,batch_size,unroll,total,kernel
oneTree-1024-16,abalone_xgb_model_save.json,gpu_reorg,8192,false,2.78151,2.77435
oneTree-1024-16,airline_xgb_model_save.json,gpu_reorg,8192,false,0.596271,0.582682
oneTree-1024-16,airline-ohe_xgb_model_save.json,gpu_reorg,8192,false,20.3066,20.0183
oneTree-1024-16,covtype_xgb_model_save.json,gpu_reorg,8192,false,8.28306,8.24108
oneTree-1024-16,epsilon_xgb_model_save.json,gpu_reorg,8192,false,3.25018,2.43372
oneTree-1024-16,higgs_xgb_model_save.json,gpu_reorg,8192,false,0.81913,0.800757
oneTree-1024-16,year_prediction_msd_xgb_model_save.json,gpu_reorg,8192,false,1.23643,1.18864
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-1,abalone_xgb_model_save.json,gpu_array,16384,false,0.481773,0.475955
oneTree-64-1,airline_xgb_model_save.json,gpu_array,16384,false,0.0807495,0.0697241
oneTree-64-1,airline-ohe_xgb_model_save.json,gpu_array,16384,false,12.8667,12.5817
oneTree-64-1,covtype_xgb_model_save.json,gpu_array,16384,false,4.43893,4.40777
oneTree-64-1,epsilon_xgb_model_save.json,gpu_array,16384,false,2.39925,1.58882
oneTree-64-1,higgs_xgb_model_save.json,gpu_array,16384,false,0.340931,0.319907
oneTree-64-1,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.605309,0.564294
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-1,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.501031,0.495195
oneTree-64-1,airline_xgb_model_save.json,gpu_sparse,16384,false,0.0875507,0.0765167
oneTree-64-1,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,12.9298,12.6452
oneTree-64-1,covtype_xgb_model_save.json,gpu_sparse,16384,false,4.47066,4.43804
oneTree-64-1,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.40736,1.59728
oneTree-64-1,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.359896,0.338868
oneTree-64-1,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.610062,0.569136
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-1,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.601938,0.596067
oneTree-64-1,airline_xgb_model_save.json,gpu_reorg,16384,false,0.133183,0.122686
oneTree-64-1,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.793,13.509
oneTree-64-1,covtype_xgb_model_save.json,gpu_reorg,16384,false,5.75319,5.72033
oneTree-64-1,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.53267,1.72227
oneTree-64-1,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.577113,0.555709
oneTree-64-1,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.752762,0.71189
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-2,abalone_xgb_model_save.json,gpu_array,16384,false,0.750907,0.743478
oneTree-64-2,airline_xgb_model_save.json,gpu_array,16384,false,0.113074,0.102523
oneTree-64-2,airline-ohe_xgb_model_save.json,gpu_array,16384,false,11.9196,11.6351
oneTree-64-2,covtype_xgb_model_save.json,gpu_array,16384,false,3.90291,3.87117
oneTree-64-2,epsilon_xgb_model_save.json,gpu_array,16384,false,2.36232,1.55187
oneTree-64-2,higgs_xgb_model_save.json,gpu_array,16384,false,0.294142,0.272866
oneTree-64-2,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.670617,0.629689
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-2,abalone_xgb_model_save.json,gpu_sparse,16384,false,0.778528,0.771133
oneTree-64-2,airline_xgb_model_save.json,gpu_sparse,16384,false,0.116658,0.10559
oneTree-64-2,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,11.924,11.6394
oneTree-64-2,covtype_xgb_model_save.json,gpu_sparse,16384,false,3.89089,3.8579
oneTree-64-2,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.36103,1.55189
oneTree-64-2,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.294023,0.273029
oneTree-64-2,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.669722,0.629465
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-2,abalone_xgb_model_save.json,gpu_reorg,16384,false,0.886993,0.879552
oneTree-64-2,airline_xgb_model_save.json,gpu_reorg,16384,false,0.16409,0.153616
oneTree-64-2,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,13.0495,12.7654
oneTree-64-2,covtype_xgb_model_save.json,gpu_reorg,16384,false,5.28323,5.25219
oneTree-64-2,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.47316,1.66344
oneTree-64-2,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.386699,0.365389
oneTree-64-2,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.742938,0.701969
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-4,abalone_xgb_model_save.json,gpu_array,16384,false,1.27921,1.27292
oneTree-64-4,airline_xgb_model_save.json,gpu_array,16384,false,0.171932,0.161445
oneTree-64-4,airline-ohe_xgb_model_save.json,gpu_array,16384,false,16.8655,16.5808
oneTree-64-4,covtype_xgb_model_save.json,gpu_array,16384,false,5.08016,5.04898
oneTree-64-4,epsilon_xgb_model_save.json,gpu_array,16384,false,2.59671,1.78708
oneTree-64-4,higgs_xgb_model_save.json,gpu_array,16384,false,0.333433,0.312357
oneTree-64-4,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,0.817542,0.776581
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-4,abalone_xgb_model_save.json,gpu_sparse,16384,false,1.34728,1.34142
oneTree-64-4,airline_xgb_model_save.json,gpu_sparse,16384,false,0.173668,0.163124
oneTree-64-4,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,16.8807,16.5964
oneTree-64-4,covtype_xgb_model_save.json,gpu_sparse,16384,false,5.09678,5.06565
oneTree-64-4,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.59685,1.78682
oneTree-64-4,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.334427,0.313143
oneTree-64-4,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,0.817426,0.775919
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-4,abalone_xgb_model_save.json,gpu_reorg,16384,false,1.57804,1.57208
oneTree-64-4,airline_xgb_model_save.json,gpu_reorg,16384,false,0.242853,0.231776
oneTree-64-4,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,18.3812,18.0967
oneTree-64-4,covtype_xgb_model_save.json,gpu_reorg,16384,false,6.493,6.46048
oneTree-64-4,epsilon_xgb_model_save.json,gpu_reorg,16384,false,2.76568,1.95559
oneTree-64-4,higgs_xgb_model_save.json,gpu_reorg,16384,false,0.455365,0.434272
oneTree-64-4,year_prediction_msd_xgb_model_save.json,gpu_reorg,16384,false,0.931726,0.889923
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-16,abalone_xgb_model_save.json,gpu_array,16384,false,2.44414,2.43765
oneTree-64-16,airline_xgb_model_save.json,gpu_array,16384,false,0.360871,0.350409
oneTree-64-16,airline-ohe_xgb_model_save.json,gpu_array,16384,false,19.159,18.8745
oneTree-64-16,covtype_xgb_model_save.json,gpu_array,16384,false,7.87448,7.84331
oneTree-64-16,epsilon_xgb_model_save.json,gpu_array,16384,false,2.84259,2.03303
oneTree-64-16,higgs_xgb_model_save.json,gpu_array,16384,false,0.701556,0.680436
oneTree-64-16,year_prediction_msd_xgb_model_save.json,gpu_array,16384,false,1.16629,1.12444
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-16,abalone_xgb_model_save.json,gpu_sparse,16384,false,2.5043,2.49839
oneTree-64-16,airline_xgb_model_save.json,gpu_sparse,16384,false,0.357905,0.346772
oneTree-64-16,airline-ohe_xgb_model_save.json,gpu_sparse,16384,false,19.2057,18.9215
oneTree-64-16,covtype_xgb_model_save.json,gpu_sparse,16384,false,7.78339,7.75083
oneTree-64-16,epsilon_xgb_model_save.json,gpu_sparse,16384,false,2.87852,2.06809
oneTree-64-16,higgs_xgb_model_save.json,gpu_sparse,16384,false,0.695897,0.674411
oneTree-64-16,year_prediction_msd_xgb_model_save.json,gpu_sparse,16384,false,1.16225,1.12032
config,model,representation,batch_size,unroll,total,kernel
oneTree-64-16,abalone_xgb_model_save.json,gpu_reorg,16384,false,4.14403,4.1381
oneTree-64-16,airline_xgb_model_save.json,gpu_reorg,16384,false,0.697494,0.686388
oneTree-64-16,airline-ohe_xgb_model_save.json,gpu_reorg,16384,false,21.5486,21.2643
