model,representation,batch_size,rowsPerTB,rowsPerT,numTreeThreads,treeInterleaveDepth,cache_rows,cache_trees,unroll,total,kernel
airline,gpu_sparse,4096,2,1,20,4,false,false,true,0.0377848,0.0227022
airline,gpu_sparse,4096,2,1,20,4,true,false,true,0.0370174,0.0218681
airline-ohe,gpu_sparse,4096,2,1,20,4,false,false,true,0.531882,0.242968
airline-ohe,gpu_sparse,4096,2,1,20,4,true,false,true,0.489002,0.199678
covtype,gpu_sparse,4096,2,1,20,4,false,false,true,0.174572,0.1258
covtype,gpu_sparse,4096,2,1,20,4,true,false,true,0.223954,0.175676
epsilon,gpu_sparse,4096,2,1,20,4,false,false,true,0.844663,0.0663961
epsilon,gpu_sparse,4096,2,1,20,4,true,false,true,0.84856,0.070555
higgs,gpu_sparse,4096,2,1,20,4,false,false,true,0.0449565,0.023597
higgs,gpu_sparse,4096,2,1,20,4,true,false,true,0.0430168,0.0222103
year_prediction_msd,gpu_sparse,4096,2,1,20,4,false,false,true,0.138503,0.0852303
year_prediction_msd,gpu_sparse,4096,2,1,20,4,true,false,true,0.126662,0.0735299
abalone,gpu_reorg,4096,2,1,20,4,false,false,true,0.0805188,0.0699129
abalone,gpu_reorg,4096,2,1,20,4,true,false,true,0.0738062,0.063505
airline,gpu_reorg,4096,2,1,20,4,false,false,true,0.0326571,0.0178971
airline,gpu_reorg,4096,2,1,20,4,true,false,true,0.0326123,0.0179574
airline-ohe,gpu_reorg,4096,2,1,20,4,false,false,true,0.419946,0.130599
airline-ohe,gpu_reorg,4096,2,1,20,4,true,false,true,0.371525,0.0825085
covtype,gpu_reorg,4096,2,1,20,4,false,false,true,0.163462,0.114839
covtype,gpu_reorg,4096,2,1,20,4,true,false,true,0.160319,0.111159
epsilon,gpu_reorg,4096,2,1,20,4,false,false,true,0.842048,0.0632263
epsilon,gpu_reorg,4096,2,1,20,4,true,false,true,0.849194,0.0704093
higgs,gpu_reorg,4096,2,1,20,4,false,false,true,0.0414848,0.0200024
higgs,gpu_reorg,4096,2,1,20,4,true,false,true,0.0408793,0.019622
year_prediction_msd,gpu_reorg,4096,2,1,20,4,false,false,true,0.190321,0.137751
year_prediction_msd,gpu_reorg,4096,2,1,20,4,true,false,true,0.162882,0.110371
abalone,gpu_array,4096,2,1,50,-1,false,false,false,0.134459,0.123759
abalone,gpu_array,4096,2,1,50,-1,true,false,false,0.123255,0.112624
airline,gpu_array,4096,2,1,50,-1,false,false,false,0.0370256,0.021945
airline,gpu_array,4096,2,1,50,-1,true,false,false,0.0369153,0.0215987
airline-ohe,gpu_array,4096,2,1,50,-1,false,false,false,0.603669,0.314772
airline-ohe,gpu_array,4096,2,1,50,-1,true,false,false,0.699396,0.411254
covtype,gpu_array,4096,2,1,50,-1,false,false,false,0.233196,0.167249
covtype,gpu_array,4096,2,1,50,-1,true,false,false,0.222411,0.156654
epsilon,gpu_array,4096,2,1,50,-1,false,false,false,0.829647,0.0529114
epsilon,gpu_array,4096,2,1,50,-1,true,false,false,0.848133,0.0712256
higgs,gpu_array,4096,2,1,50,-1,false,false,false,0.0445052,0.0229753
higgs,gpu_array,4096,2,1,50,-1,true,false,false,0.0434383,0.0225216
year_prediction_msd,gpu_array,4096,2,1,50,-1,false,false,false,0.0776701,0.0245076
year_prediction_msd,gpu_array,4096,2,1,50,-1,true,false,false,0.0793799,0.0261711
abalone,gpu_array,4096,2,1,50,-1,false,false,true,0.142206,0.131712
abalone,gpu_array,4096,2,1,50,-1,true,false,true,0.13302,0.122349
airline,gpu_array,4096,2,1,50,-1,false,false,true,0.0375842,0.0229248
airline,gpu_array,4096,2,1,50,-1,true,false,true,0.0372127,0.0220463
airline-ohe,gpu_array,4096,2,1,50,-1,false,false,true,0.59358,0.306665
airline-ohe,gpu_array,4096,2,1,50,-1,true,false,true,0.543695,0.256751
covtype,gpu_array,4096,2,1,50,-1,false,false,true,0.225289,0.159567
covtype,gpu_array,4096,2,1,50,-1,true,false,true,0.215002,0.149065
epsilon,gpu_array,4096,2,1,50,-1,false,false,true,0.832665,0.0551607
epsilon,gpu_array,4096,2,1,50,-1,true,false,true,0.843038,0.0644564
higgs,gpu_array,4096,2,1,50,-1,false,false,true,0.0449788,0.0241508
higgs,gpu_array,4096,2,1,50,-1,true,false,true,0.0440955,0.0225842
year_prediction_msd,gpu_array,4096,2,1,50,-1,false,false,true,0.146595,0.0938704
year_prediction_msd,gpu_array,4096,2,1,50,-1,true,false,true,0.139438,0.0869409
abalone,gpu_sparse,4096,2,1,50,-1,false,false,false,0.155649,0.145149
abalone,gpu_sparse,4096,2,1,50,-1,true,false,false,0.145382,0.134857
airline,gpu_sparse,4096,2,1,50,-1,false,false,false,0.0386182,0.0242301
airline,gpu_sparse,4096,2,1,50,-1,true,false,false,0.0388289,0.023481
airline-ohe,gpu_sparse,4096,2,1,50,-1,false,false,false,0.661236,0.372639
airline-ohe,gpu_sparse,4096,2,1,50,-1,true,false,false,0.78362,0.495419
covtype,gpu_sparse,4096,2,1,50,-1,false,false,false,0.238805,0.172388
covtype,gpu_sparse,4096,2,1,50,-1,true,false,false,0.227665,0.161469
epsilon,gpu_sparse,4096,2,1,50,-1,false,false,false,0.831532,0.054235
epsilon,gpu_sparse,4096,2,1,50,-1,true,false,false,0.852971,0.0742135
higgs,gpu_sparse,4096,2,1,50,-1,false,false,false,0.0455725,0.0245988
higgs,gpu_sparse,4096,2,1,50,-1,true,false,false,0.0455949,0.0240173
year_prediction_msd,gpu_sparse,4096,2,1,50,-1,false,false,false,0.0799443,0.0270345
year_prediction_msd,gpu_sparse,4096,2,1,50,-1,true,false,false,0.0827743,0.0294755
abalone,gpu_sparse,4096,2,1,50,-1,false,false,true,0.168085,0.157532
abalone,gpu_sparse,4096,2,1,50,-1,true,false,true,0.161504,0.150589
airline,gpu_sparse,4096,2,1,50,-1,false,false,true,0.0389921,0.0241695
airline,gpu_sparse,4096,2,1,50,-1,true,false,true,0.0388696,0.024023
airline-ohe,gpu_sparse,4096,2,1,50,-1,false,false,true,0.639578,0.351276
airline-ohe,gpu_sparse,4096,2,1,50,-1,true,false,true,0.57294,0.284553
covtype,gpu_sparse,4096,2,1,50,-1,false,false,true,0.232074,0.166018
covtype,gpu_sparse,4096,2,1,50,-1,true,false,true,0.222715,0.156299
epsilon,gpu_sparse,4096,2,1,50,-1,false,false,true,0.832033,0.0547164
epsilon,gpu_sparse,4096,2,1,50,-1,true,false,true,0.843024,0.0658276
higgs,gpu_sparse,4096,2,1,50,-1,false,false,true,0.0458171,0.0248051
higgs,gpu_sparse,4096,2,1,50,-1,true,false,true,0.0459391,0.0243738
year_prediction_msd,gpu_sparse,4096,2,1,50,-1,false,false,true,0.148851,0.0959749
year_prediction_msd,gpu_sparse,4096,2,1,50,-1,true,false,true,0.143067,0.0897925
abalone,gpu_reorg,4096,2,1,50,-1,false,false,false,0.129253,0.118103
abalone,gpu_reorg,4096,2,1,50,-1,true,false,false,0.124021,0.113208
airline,gpu_reorg,4096,2,1,50,-1,false,false,false,0.0396212,0.0241492
airline,gpu_reorg,4096,2,1,50,-1,true,false,false,0.0388481,0.0238953
airline-ohe,gpu_reorg,4096,2,1,50,-1,false,false,false,0.452939,0.164658
airline-ohe,gpu_reorg,4096,2,1,50,-1,true,false,false,0.400686,0.111777
covtype,gpu_reorg,4096,2,1,50,-1,false,false,false,0.204465,0.138341
covtype,gpu_reorg,4096,2,1,50,-1,true,false,false,0.200684,0.134632
epsilon,gpu_reorg,4096,2,1,50,-1,false,false,false,0.837031,0.0585347
epsilon,gpu_reorg,4096,2,1,50,-1,true,false,false,0.848839,0.070118
higgs,gpu_reorg,4096,2,1,50,-1,false,false,false,0.0467871,0.0257039
higgs,gpu_reorg,4096,2,1,50,-1,true,false,false,0.0470719,0.0253507
year_prediction_msd,gpu_reorg,4096,2,1,50,-1,false,false,false,0.0817847,0.0288554
year_prediction_msd,gpu_reorg,4096,2,1,50,-1,true,false,false,0.083527,0.0301676
abalone,gpu_reorg,4096,2,1,50,-1,false,false,true,0.122896,0.111943
abalone,gpu_reorg,4096,2,1,50,-1,true,false,true,0.118117,0.107088
airline,gpu_reorg,4096,2,1,50,-1,false,false,true,0.0377136,0.0221651
airline,gpu_reorg,4096,2,1,50,-1,true,false,true,0.0367354,0.0217615
airline-ohe,gpu_reorg,4096,2,1,50,-1,false,false,true,0.466862,0.178263
airline-ohe,gpu_reorg,4096,2,1,50,-1,true,false,true,0.40546,0.116857
covtype,gpu_reorg,4096,2,1,50,-1,false,false,true,0.194371,0.128306
covtype,gpu_reorg,4096,2,1,50,-1,true,false,true,0.189762,0.123743
epsilon,gpu_reorg,4096,2,1,50,-1,false,false,true,0.837627,0.0562301
epsilon,gpu_reorg,4096,2,1,50,-1,true,false,true,0.846315,0.0666077
higgs,gpu_reorg,4096,2,1,50,-1,false,false,true,0.045542,0.0237423
